COLLEGE_NAME,ADDRESS,DISTRICT,STATE,OFFICE_NUMBER,EMAIl,WEBSITE_LINK
Hindusthan College Of Engineering & Technology,Hindustan Gardens; (behind Nava India) Avanashi Road Coimbatore - 641028 Coimbatore (Dist) Tamil Nadu,COIMBATORE,Tamil Nadu,0422 - 2611833/2611844,info@hindusthan.net.,www.hindusthan.net
Holy Cross Engineering College,7/131; Holycross Nagar; Vagaikulam Srivaikuntam Rd; Pincode - 628851 Thoothukudi (Dist) Tamil Nadu,THOOTHUKUDI,Tamil Nadu,04630-294455,info@holycrossengineeringcollege.com,www.holycrossengineeringcollege.com
Aishwarya College of Engineering and Technology,Errattaikaradu; Paruvachi (po) Pincode - 638 312. Erode (Dist) Tamil Nadu,ERODE,Tamil Nadu,04256 256055/ 256533/ 256633,info@acetlive.org,www.acetlive.org
Agricultural Engineering College and Research Institute|Kumulur,Pallapuram Post; Kumulur Tiruchirappalli (Dist) Tamil Nadu,TIRUCHIRAPPALLI,Tamil Nadu,621712,deancaekum@tnau.ac.in,http://www.tnau.ac.in/
Nadar Saraswathi College Of Engineering,Post Box No:60; Annanji (p.o) Vadapudupatti; Theni - 625531 Theni (Dist) Tamil Nadu,THENI,Tamil Nadu,94890-84802/94890-84803,,www.nscet.org
N.S.N College of Engineering and Technology,N.s.n. Kalvi Nagar Karur - Madurai National Highwa Pincode - 639 003 Karur (Dist) Tamil Nadu,KARUR,Tamil Nadu,04324 - 293 999,nsnkarur@gmail.com,www.nsn.ac.in
MNM Jain Engineering college,Jyothi Nagar; Thorapakkam; Chennai Pincode - 600096 Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,044 - 24960101/24962270-72,mnmjec@md4.vsnl.net.in,www.mnmjec.ac.in
Indus College of Engineering,Kalimangalam Alandurai Village Coimbatore - 641101 Coimbatore (Dist) Tamil Nadu,COIMBATORE,Tamil Nadu,,contactus@indusinstitutions.com,
Maharaja Engineering College for Women,Erode Road Perundurai Namakkal Pincode - 638052 Erode (Dist) Tamil Nadu,ERODE,Tamil Nadu,04294 - 226393,mec_principal@yahoo.co.in,http://www.maharaja.in
National College of Engineering,Maruthukulam Nanguneri Taluk Pincode - 627151 Tirunelveli (Dist) Tamil Nadu,TIRUNELVELI,Tamil Nadu,04635 - 256343/ 344,nceng@mhtrust.com,www.nce.ac.in
Mahendra Engineering College,Vadugapalayam Post Mallasamudram West Tiruchengode Pincode - 637503 Namakkal (Dist) Tamil Nadu,NAMAKKAL,Tamil Nadu,04288 - 238666/ 238777/238888,info@mahendrainstitutions.com,www.mahendra.info
National Engineering College,K.r. Nagar Kovilpatti - 628503 Thoothukudi (Dist) Tamil Nadu,THOOTHUKUDI,Tamil Nadu,04632 - 227441/ 04632 - 226041/04632 - 226051,principal@nec.edu.in,www.nec.edu.in
Dhanalakshmi Srinivasan Institute of Research  and Technology,Trichy - Chennai Main Road; Siruvachur; Pincode - 621213 Perambalur (Dist) Tamil Nadu,PERAMBALUR,Tamil Nadu,04328 - 327733 / 327744,dsirtpblr@gmail.com,www.dsirt.com
Agni College of Technology,Rajiv Gandhi Salai; Thalambur; Near Navalur Pincode - 603103 Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,044 - 2743 5528/ 2743 5627,mail@act.edu.in,www.act.edu.in
Mookambigai College of Engineering.,Srinivasa Nagar Kalamavur Keeranur Pudukotai - 622502 Pudukkottai (Dist) Tamil Nadu,PUDUKKOTTAI,Tamil Nadu,04339 - 262141/262140/ 262273/ 262142,pdk_mce@sancharnet.in,www.mookambigai.ac.in
Indira Institute of Engineering and Technology,No.1; Vgr Nagar Vgr Gardens Pandur Tiruvallur - 631203 Tiruvallur (Dist) Tamil Nadu,TIRUVALLUR,Tamil Nadu,04116-27650364/ 27650464,indiraeducation@vsnl.net//  contact@indiraeducational.org,http://www.indiraeducational.org
Mohammed Sathak A.J. College of  Engineering,34; Rajiv Gandhi Salai; It Highway; Egattur; Siruseri; Pincode - 603103 Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,044-2747 0021/ 23/ 24/ 25/ 26,ajce@rediffmail.com//  msajce.office@gmail.com,www.msajce-edu.in
Mohamed Sathak Engineering College,Sathak Nagar; East Coast Road; Kilakarai; Ramanath Pincode - Pin - 623806 Ramanathapuram (Dist) Tamil Nadu,RAMANATHAPURAM,Tamil Nadu,04567-245343,msecprincipal@gmail.com,www.msec-edu.in
Mohamed Sathak A.J.College of Engineering,Old Mahabalipuram Road; Egattur Village Kelanbakkam Post Office Chengelpet Taluk Pincode - 603103 Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,044 - 27470021/23/24,ajce@rediffmail.com/msajce.office@gmail.com,www.msajce-edu.in
Mohamed Sathak A.J. Academy of  Architecture,34; Rajiv Gandhi Salai; It Highway; Egattur; Siruseri; Pincode - 603103 Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,044-6450 6393/ 2833 4989/ 2833 4990,sathaktrust@vsnl.net,www.msajaarch-edu.in
Indra Ganesan College of Engineering,Madurai Main Raod Manikandam Trichy - 620012 Tiruchirappalli (Dist) Tamil Nadu,TIRUCHIRAPPALLI,Tamil Nadu,4312906565,director@igceng.in,www.igeng.in
MNSK College of Engineering,Dhahskinapuram Vallathirakkottai Post Alangudy Taluk Pudukotai Pudukkottai (Dist) Tamil Nadu,PUDUKKOTTAI,Tamil Nadu,04322 - 242558,admin@mnsk.org,www.mnsk.org
Imayam College Of Engineering,Kannanur;vadakkuveli; Thuriyur(tk) Pincode - 621206 Tiruchirappalli (Dist) Tamil Nadu,TIRUCHIRAPPALLI,Tamil Nadu,43272239285,imaymengg2009@gmail.com,www.imayamcollege.org
Agricultural Engineering College & Research Institute|Coimbatore,Pincode - 64003 Coimbatore (Dist) Tamil Nadu,COIMBATORE,Tamil Nadu,,,http://www.tnau.ac.in/agcbe/about.html
Adhiyamaan College of Engineering,Dr Mgr Nagar Hosur Krishnagiri (Dist) Tamil Nadu,KRISHNAGIRI,Tamil Nadu,04344 - 260570/261020/260570,principal@adhiyamaan.ac.in,www.adhiyamaan.ac.in
Akshaya College of Engineering and Technology,Bhagavathypuram Road Kinathukadavu Coimbatore Coimbatore (Dist) Tamil Nadu,COIMBATORE,Tamil Nadu,914259-242570-74,info@acetcbe.com,http://www.acetcbe.edu.in/
Alagappa College of Technology,Sardar Patel Road Opposite Gandhi Mandapam Chennai - 600025 Chennai (Dist) Tamil Nadu,CHENNAI,Tamil Nadu,044-22203522,kbalu@annauniv.edu,http://www.annauniv.edu/act
Al-Ameen Engineering College,Karundevanpalayam; Nanjal Uthukkuli Pincode - 638 104 Erode (Dist) Tamil Nadu,ERODE,Tamil Nadu,+91 424 2500354,alameenengg@yahoo.com,http://www.alameen.ac.in
Vidya Vikkas College Engineering Technology,Varahoorampatti Tiruchengode Pincode - 637214 Namakkal (Dist) Tamil Nadu,NAMAKKAL,Tamil Nadu,04288 - 282222/ 281122,vvcetedu@vvcet.ac.in,www.vvcet.ac.in
Vivekanandha College of Technology for  women,Sathinaickanpalayam; Tiruchengode T Pincode - 637 205 Namakkal (Dist) Tamil Nadu,NAMAKKAL,Tamil Nadu,04288 - 234343,vctw.3engg@gmail.com,www.vctw.org
Vivekanandha Institute of Engineering and Technology for Women,Elayampalayam Sathiyanaickenpalayam Village Tiruchengode Namakkal - 637205 Namakkal (Dist) Tamil Nadu,NAMAKKAL,Tamil Nadu,04288-234060,,www.vietw.org
VKK Vijayan Engineering College,Irunkattukottai Village Sri Perumbuthur Tk Kanchipuram Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,044-27190706/ 27190709,vkkvec@gmail.com,
Infant Jesus College of Engineering and Technology,Kamarajar Nagar; Tirunelveli-thoothukudi Highway; Keelavallanadu; Pincode - 628851 Thoothukudi (Dist) Tamil Nadu,THOOTHUKUDI,Tamil Nadu,0463-0294404,contact@ijcet.ac.in,www.ijcet.ac.in
Info Institute Engineering,S.f. No. 194 To 200 Sathy Road Sarkar Samakulam Coimbatore - 641107 Coimbatore (Dist) Tamil Nadu,COIMBATORE,Tamil Nadu,0422 - 236 3700 - 705/,info@infoengg.com,
Adhiparasakthi Engineering College,Melmaurvathur Melmaruvathur Post Cheyyur Taluk Kanchipuram - 603319 Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,044 - 27529247/27529094/ 27529095,apec1984@rediffmail.com,www.adhiparasakthi.in
Adhiparasakthi College of Engineering,G.b. Nagar Kalavai Arcot Taluk Pincode - 632506 Vellore (Dist) Tamil Nadu,VELLORE,Tamil Nadu,4173 - 242648/242089/ 242584,apce501@gmail.com,http://apce.in/
Merit International Institute Of Technology,22; Havelock Road Ooty Ooty - 643001 Nilgiris (Dist) Tamil Nadu,NILGIRIS,Tamil Nadu,0423-2443601-06/2442486,mief@meritworldwide.com,www.meritworldwide.com
Mepco Schlenk Engineering College,Sivakasi Mepco Engineering Post Virudunagar - 626005 Virudhunagar (Dist) Tamil Nadu,VIRUDHUNAGAR,Tamil Nadu,04562 - 235104/ 235120/ 235000/ 235101,msec@mepcoeng.ac.in//  principal@mepcoeng.ac.in,http://www.mepcoeng.ac.in
Adhi College of Engineering & Technology,No. 6; Munu Adhi Nagar Sankarapuram - Devariampakkam Road Puliambakkam Post; Near Walajabad Chennai - 631605 Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,044 - 43159117,admin@adhicollege.com//  adhicollege@yahoo.com,www.adhicollege.com
VINS Christian Women's College of  Engineering,Vins Nagar; Chunkankadai; Nagercoil Pincode - 629 807 Kanyakumari (Dist) Tamil Nadu,KANYAKUMARI,Tamil Nadu,9787300800 / 9786105989,info@vinswomensengg.com,http://www.vinswomensengg.com/
MARG Institute of Design & Architecture  Swarnabhoomi,Marg Swarnabhoomi; Velur Village; Cheyyur Post; Pincode - 603302 Chennai (Dist) Tamil Nadu,CHENNAI,Tamil Nadu,-27537962,midas@marggroup.com,www.midas.ac.in
Meenakshi Sundararajan Engineering College,363; Arcot Road Kodambakkam Pincode - 600024 Chennai (Dist) Tamil Nadu,CHENNAI,Tamil Nadu,044 - 24811103/24801636,admissions@msec.edu.in,www.msec.edu.in
Meenakshi Ramasamy College Of Engineering,Trichy Main Road; Mr Kalvi Nagar; Thathanur (po); Udayarpalayam (tk); Pincode - 621 804 Ariyalur (Dist) Tamil Nadu,ARIYALUR,Tamil Nadu,04331-245892/245492,mrcollegesthathanur@gmail.com,www.mrcolleges.net
Meenakshi College of Engineering,No-12; Vembuliamman Koil Street Virugambakkam Pincode - 600092 Chennai (Dist) Tamil Nadu,CHENNAI,Tamil Nadu,044-23640773,info@mce-edu.in,www.mce.edu.in
Measi Academy of Architecture,Assocaition Gardens No. 87; Peters Road Royapettah Pincode - 600014 Chennai (Dist) Tamil Nadu,CHENNAI,Tamil Nadu,044-28350445/ 28351126,archeasi@gmail.com,www.measiarch.in
McGan's Ooty School of Architecture,Summer House 204 Summer House Road Ooty Nilgiris - 643001 Nilgiris (Dist) Tamil Nadu,NILGIRIS,Tamil Nadu,0423 - 2442363 044 - 3255 2475,admin@mcgansarch.com,www.mcgansarch.com
Marthandam College of Engineering and Technology,P.m. Village Road Kuttakuzhi Veeyanoor Post Pincode - 629177 Kanyakumari (Dist) Tamil Nadu,KANYAKUMARI,Tamil Nadu,04651-210030/31/32/33/ 276611/ 276499,office@macet.edu.in/macet.office@gmail.com,http://www.macet.edu.in
Misrimal Navajee Munoth Jain School of  Architecture,Guru Marudhar Kesari Building; Jyothi Nagar; Thorapakkam; Pincode - 600097 Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,044 - 24960101/ 24962270 / 71 / 72,,www.mnmjec.ac.in
VINS Christian College of Engineering,Vins Nagar Chunkankadai Nagercoil Kanyakumari - 629807 Kanyakumari (Dist) Tamil Nadu,KANYAKUMARI,Tamil Nadu,04651-231500/ 231650/ 231233/ 232333,vins_cce@rediffmail.com,http://www.vinsengineeringcollege.com
Infant Jesus College Of Engineering,Keela Vallanadu Village Ellanayakan Patti Post Pincode - 628851 Thoothukudi (Dist) Tamil Nadu,THOOTHUKUDI,Tamil Nadu,04630 - 262650/ 651/ 94435 83383 / 94444 03758,ijce@vsnl.net//  ijce@rediffmail.com,www.ijce.ac.in
MAR Ephraem College of Engineering and  Technology,Malankara Hills; Elavuvilai; Marthandam; Kanyakum Pincode - 629171 Kanyakumari (Dist) Tamil Nadu,KANYAKUMARI,Tamil Nadu,04651 - 271111/ 273111,marephraem@gmail.com,http://marephraem.edu.in/
VP Muthaiah Pillai Meenakshi Ammal Engineering College For Women,V.p.m. Nagar Krishnankoil Srivilliputtur Taluk Virudunagar - 626190 Virudhunagar (Dist) Tamil Nadu,VIRUDHUNAGAR,Tamil Nadu,04563 - 289001/289337,vpmmecw@rediffmail.com,
VPV College Of Engineering,Dindigul Periyakulam National Highway; Thaneerpanthal; Devadanapatti Periyakulam Taluk; Pincode - 625 602 Theni (Dist) Tamil Nadu,THENI,Tamil Nadu,-239465,vpveducentre@gmail.com,www.vpvedu.org
Mahendra Institute Of Technology,Mahendhirapuri; Mallasamudram (west) Vadugapallayam (post) Tiruchengode Tk Pincode - 637503 Namakkal (Dist) Tamil Nadu,NAMAKKAL,Tamil Nadu,04288-238375,info@mahendrsinstitutions.com,www.mahendratech.org
Mahendra Institute of Engineering and  Technology,Mahendrapuri; Vadugapalayam; Mallasamudram(w); Tiruchengode Taluk; Pincode - 637503 Namakkal (Dist) Tamil Nadu,NAMAKKAL,Tamil Nadu,04288 288506,,www.miet.asia
Mahendra Engineering College for Women,Kumaramangalam Namakkal Road Tiruchengode Pincode - 637205 Namakkal (Dist) Tamil Nadu,NAMAKKAL,Tamil Nadu,+91 4288 257007,,www.mecw.org
Mahendra College Of Engineering,12th Km; Attur Road Minnampalli Valapadi Taluk Minnampalli Salem - 636106 Salem (Dist) Tamil Nadu,SALEM,Tamil Nadu,0427 - 6542333/248288,info@mahacollege.com,www.mahendracollege.com
Institute of Road and Transport Technolog,Post Bag No. 2 Sri Vasavi College Post Erode - 638316 Erode (Dist) Tamil Nadu,ERODE,Tamil Nadu,0424 - 2533279/ 579,irttprincipal@yahoo.com//  contact@irtt.ac.in,www.irtt.ac.in
Maria College of Engineering And Technology,Attoor Puliyamoodu Junction Attoor; Thiruvattar P.o Kanyakumari - 629177 Kanyakumari (Dist) Tamil Nadu,KANYAKUMARI,Tamil Nadu,04651-282577/ 296150,maria.college.of.engineering@gmail.com,http://maria-college-of-engineering.org
J C T College of Engineering and Technology,Pichanur;coimbatore Pincode - 641105 Coimbatore (Dist) Tamil Nadu,COIMBATORE,Tamil Nadu,+91 422 2636900 +91 422 2636902 +91 422 2636035,admissions@sjct.co.in//  admissions@jct.ac.in,http://www.sjct.co.in/
J.J. College of Engg & Technology,Ammapettai Village Poolankulathupatti Post Tiruvarur - 620009 Tiruchirappalli (Dist) Tamil Nadu,TIRUCHIRAPPALLI,Tamil Nadu,0431 -2695607/2695608,jjprincipal@rediffmail.com,www.jjcet.ac.in
Aalim Muhammed salegh college of Engineering,Muthapudupet Village Avadi Iaf Chennai - 600055 Tiruvallur (Dist) Tamil Nadu,TIRUVALLUR,Tamil Nadu,044 26842627/ 26842086,aalimec@vsnl.net// info@aalimec.ac.in,www.aalimec.ac.in
J.K.K. Munirajah College of Technology,Thookkanaickenpalayam Gobi Taluk Pincode - 638506 Erode (Dist) Tamil Nadu,ERODE,Tamil Nadu,-264945,jkkmct@yahoo.in//  principal309@gmail.com,http://www.jkkmct.org
J.K.K. Nataraja College of Engineering and Technology,S.f.no. 147/1;2;4 Komarapalayam Amani Thattankuttai Panchayat Pincode - 638183 Namakkal (Dist) Tamil Nadu,NAMAKKAL,Tamil Nadu,+91 99653 - 63999/ +91 98659 - 33332/ +91 94878 -,info@jkkn.org,www.jkkn.org
Maharaja Prithvi Engineering College,Palankarai Kuppandampalayam (p.o) Avinashi Tk Coimbatore - 641654 Coimbatore (Dist) Tamil Nadu,COIMBATORE,Tamil Nadu,04296 - 272626/ 270066,maharajaprithviengcollege@yahoo.co.in,www.maharaja.in
Maharaja Institute of Technology,Neelambur; Arasur (p.o) Coimbatore Coimbatore - 641407 Coimbatore (Dist) Tamil Nadu,COIMBATORE,Tamil Nadu,0422-2360873,mit@maharajainstitutions.com,www.maharaja.in
Vivekanandha College of Engineering for Women,Elayampalayam Tiruchengodu Tk Pincode - 637205 Namakkal (Dist) Tamil Nadu,NAMAKKAL,Tamil Nadu,04288 - 234560,vcenggw@yahoo.com,www.vivekanandha.ac.in
Mahath Amma Institute Of Engineering and Technology,Ariyur; Sithannavasal Road Pincode - 622 101 Pudukkottai (Dist) Tamil Nadu,PUDUKKOTTAI,Tamil Nadu,04339 - 305501 / 305502,info@maietpdkt.org,www.maietpdkt.org
Vellalar College of Engineering & Technology,Thindal Post Perundurai Road Thindal Village Erode - 638009 Erode (Dist) Tamil Nadu,ERODE,Tamil Nadu,0424 - 430333 / 431725 / 430325,velalar@rediffmail.com//  vcet@vellalar.com,www.vellalar.com
Annai Mathammal Sheela Engineering College,Erumapatty Rasipuram Namakkal - 637013 Namakkal (Dist) Tamil Nadu,NAMAKKAL,Tamil Nadu,04286-252253 252255/252263,info@amsheela.org,www.amsheela.org
SA Engineering College,Poonamallee â€“ Avadi Road Veeraraghavapuram Thiruverkadu Post Pincode - 600077 Tiruvallur (Dist) Tamil Nadu,TIRUVALLUR,Tamil Nadu,044 - 26801999/ 26801499,saec@saec.ac.in,http://www.saec.ac.in
Paavai College of Technology,Nh - 7; Salem-namakkal Highway Pachal Pincode - 637018 Namakkal (Dist) Tamil Nadu,NAMAKKAL,Tamil Nadu,04286-243058/ 243038 / 243098,pctprincipal@paavai.edu.in,www.paavaipct.org
Paavai College of Engineering,Nh-7; Paavai Nagar; Puduchatram; Pachal; Pincode - 637018 Namakkal (Dist) Tamil Nadu,NAMAKKAL,Tamil Nadu,04286-243038/ 243058/ 243098,,www.paavaipce.org
Paavaai Group of Institutions,Nh-7; Paavai Vidhya Nagar; Puduchatram Post; Pachal Pincode - 637018 Namakkal (Dist) Tamil Nadu,NAMAKKAL,Tamil Nadu,04286-243038/ 243058/ 243098,,www.paavaipgi.org
P.T. Lee Chengalvaraya Naicker College of Engineering & Technology,Oovery Village Veliyur Post Pincode - 631502 Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,044 - 27209685/27209686,ptleecnt@yahoo.com,www.ptleecncet.org
P.S.V. College of Engineering & Technology,Mittapalli Balinayanapalli P.o. Elathagiri Pincode - 635108 Krishnagiri (Dist) Tamil Nadu,KRISHNAGIRI,Tamil Nadu,04343 - 291636,admin@psvcet.ac.in//  principal@psvcet.ac.in,www.psvcet.ac.in
P.S.R.Rengasamy College of Engineering for Women,Educational And Charitable Trust 9-e Npsn Arumugam Road Sivakasi Pincode - 626140 Virudhunagar (Dist) Tamil Nadu,VIRUDHUNAGAR,Tamil Nadu,04562 225261/ 221261,contact@psr.edu.in,http://psr.edu.in/
P.S.R. Engineering College,Appayanailenpatti Sevalpatti Sivakasi - 626 140 Virudhunagar (Dist) Tamil Nadu,VIRUDHUNAGAR,Tamil Nadu,04562 - 239091/239092,contact@psr.edu.in,http://www.psrengg.ac.in
P.B. College of Engineering.,Irungattukottai Sriperumpudhur Chennai Chennai - 602105 Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,044 - 24766386,pbcet@pbce.in,http://www.pbce.in
Government College Of Engineering|Tirunelveli,Kanyakumari Road; Perumalpuram; Pincode - 627007 Tirunelveli (Dist) Tamil Nadu,TIRUNELVELI,Tamil Nadu,(0462) 2552450/2552448,principal@gcetly.ac.in,www.gcetly.ac.in
Government College of Technology,Coimbatore - 641013 Coimbatore (Dist) Tamil Nadu,COIMBATORE,Tamil Nadu,0422-2432221 / 2432271,gctcbe@giasmd01.vsnl.net.in,www.gct.ac.in
P A College of Engineering and Technology,Palladam Road; Pollachi; Coimbatore Pincode - 642 002 Coimbatore (Dist) Tamil Nadu,COIMBATORE,Tamil Nadu,+91 4259 221387,pacollege@yahoo.com,http://www.pacolleges.org/
Oxford College Of Engineering|Thiruvannamali,Venmani;karipoondi Thiruvannamalai(dt) Pincode - 606803 Tiruvannamalai (Dist) Tamil Nadu,TIRUVANNAMALAI,Tamil Nadu,4181223677,oce_2009@yahoo.in,www.kalaivahini.org
University College of Engineering| Ariyalur,Ariyalur (Dist) Tamil Nadu,ARIYALUR,Tamil Nadu,04329-291728,,www.?tau.?edu.?in/?ariyalur
PSG College of Technology,Peelamedu Coimbatore - 641004 Coimbatore (Dist) Tamil Nadu,COIMBATORE,Tamil Nadu,0422-2572177/2572477/ 5344777,principal@psgtech.edu//   principal@psgtech.ac.in,www.psgtech.edu
GKM College of Engineering & Technology,Alapakkam-mappedu Road G.k.m Nagar Perungalathur Near Thambaram Pincode - 600063 Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,044 - 22395623/ 22790253,admin@gkmgroup.in,www.gkmcet.net.in
V.R.S. College of Engineering and Technology,Chennai â€“ Trichy Road (nh-45) Arasur Post Office Ulundurpet Taluk Pincode - 607107 Viluppuram (Dist) Tamil Nadu,VILUPPURAM,Tamil Nadu,04149-224253/ 209153,vrscollege@hotmail.com,www.vrscet.in
Dr.Sivanthi Aditanar College Of Engineering,Rani Maharajapuram Adaikalpuram Tiruchendur Pincode - 628217 Thoothukudi (Dist) Tamil Nadu,THOOTHUKUDI,Tamil Nadu,04639 - 245854/242482,drsacoe@aei.edu.in,www.drsacoe.org
University VOC College of Engineering,Near V.o.c College; Millerpuram; Pincode - 628008 Thoothukudi (Dist) Tamil Nadu,THOOTHUKUDI,Tamil Nadu,0461-2310044,dirucet@annauniv.edu.in,www.annauniv.edu.in
Unnamalai Institute of Technology,Suba Nagar; Kovilpatti; Pincode - 628502 Thoothukudi (Dist) Tamil Nadu,THOOTHUKUDI,Tamil Nadu,0463-2221232,uitkpt@gmail.com,www.uitkovilpatti.ac.in
EASA College Engineering Technology,Palakkad Main Road Navakkarai Post Coimbatore - 641105 Coimbatore (Dist) Tamil Nadu,COIMBATORE,Tamil Nadu,,info@easatech.org,
RRASE college of Engineering College,Vanchuvancjerry Village Tambaram ? Kancheepuram High Road; Padappai Pincode - 601301 Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,044-22210302/ 9841247417/ 9841029849,rrasecoe@gmail.com,www.rrasecoe.org
Einstein College of Engineering,Tirunelveli Tenkasi Main Road Seethaparpanallur Pincode - 627012 Tirunelveli (Dist) Tamil Nadu,TIRUNELVELI,Tamil Nadu,0462-2487111,info@einsteincollege.ac.in,www.einsteincollege.ac.in
V K S College of Engineering and Technology,Desiyamangalam; Chinniyampalayam; Near Kulithalai Pincode - 639120 Karur (Dist) Tamil Nadu,KARUR,Tamil Nadu,04323 - 291173,vksedu@yahoo.in,http://www.vkscet.org/
V V College of Engineering,V.v.nagar; Tisaiyanvilai (via) Pincode - 628656 Tirunelveli (Dist) Tamil Nadu,TIRUNELVELI,Tamil Nadu,04637 ? 273213/ 273312-15,info@vvcoe.org,www.vvcoe.org
Rohini College of Engineering & Technology,Aniugramam To Kanyakumari Main Road; Paalkulam; V Pincode - 629 401 Kanyakumari (Dist) Tamil Nadu,KANYAKUMARI,Tamil Nadu,04652-266665,admin@rcet.org.in,http://www.rcet.org.in/
S.Veerasamy Chettiar College of Engineering and Technology,Puliangudi Sankarankoil Road S.v. Nagar; T.n. Pudukudi Puliangudi P.o.; Sivagiri Taluk Pincode - 62785 Tirunelveli (Dist) Tamil Nadu,TIRUNELVELI,Tamil Nadu,04636 - 234742/ 234749,info@svccollege.in,www.svccollege.in
